Pair ID,Dataset,Language model,Specificity,Words,Words shorter,Readability score,Readability score shorter,Cosine similarity,Cosine similarity shorter,Bi-encoder similarity,Bi-encoder similarity shorter,Cross-encoder similarity,Cross-encoder similarity shorter,Cross-encoder inference,Cross-encoder inference shorter
pair_127,collaborative_ssd_case_inspection,gpt-oss:20b,3,82,74,96.26896341463416,100.02777027027028,0.709481488804197,0.6940541376556012,0.7907390594482422,0.79934161901474,0.68355197,0.68184,entailment,entailment
pair_128,collaborative_ssd_case_inspection,gpt-oss:20b,3,114,76,92.3471052631579,95.6754210526316,0.7914251541446985,0.8431167791649449,0.8426963090896606,0.8256617784500122,0.70222723,0.7486498,entailment,entailment
pair_129,collaborative_ssd_case_inspection,gpt-oss:20b,3,136,80,82.5858823529412,79.09166666666668,0.6874404345410113,0.5525816269929722,0.8619549870491028,0.7619544267654419,0.5599926,0.61977506,entailment,entailment
pair_130,collaborative_ssd_case_inspection,gpt-oss:20b,3,108,74,88.55833333333335,90.88182432432433,0.842610098229752,0.8314078886687147,0.8134892582893372,0.732980489730835,0.68603736,0.71571636,entailment,entailment
pair_131,collaborative_ssd_case_inspection,gpt-oss:20b,3,185,112,83.13423992673994,91.68321100917431,0.9032587959070965,0.8719549619449295,0.8961922526359558,0.8206011652946472,0.7017197,0.6974655,entailment,entailment
pair_132,collaborative_ssd_case_inspection,gpt-oss:20b,3,136,50,70.45417151162792,88.397,0.7615239584192204,0.5278406814278126,0.8550100326538086,0.7754335403442383,0.5676992,0.6600874,neutral,neutral
pair_133,collaborative_ssd_case_inspection,gpt-oss:20b,3,124,50,83.74500000000003,83.32233333333336,0.8102408620298377,0.7170594406344679,0.7819462418556213,0.7189286947250366,0.56879073,0.7699386,neutral,neutral
pair_134,collaborative_ssd_case_inspection,gpt-oss:20b,3,90,30,82.34500000000001,73.17000000000003,0.862633398558394,0.4930291357589421,0.751234769821167,0.7465688586235046,0.60637677,0.7400936,neutral,neutral
pair_135,collaborative_ssd_case_inspection,gpt-oss:20b,3,114,39,88.43263827433631,71.12336538461538,0.8107829827842548,0.4361390128572132,0.7935940623283386,0.691163182258606,0.6192663,0.6890409,neutral,neutral
pair_136,collaborative_ssd_case_inspection,gpt-oss:20b,3,64,23,70.30437500000001,73.1421739130435,0.5942859559735628,0.5160967700020457,0.831679105758667,0.7570952773094177,0.65048784,0.7092865,neutral,neutral
pair_137,collaborative_ssd_case_inspection,gpt-oss:20b,3,149,59,80.09710189139722,80.01968220338985,0.8629593709422294,0.5670279296603495,0.7921712398529053,0.6610649228096008,0.5897961,0.6792944,neutral,neutral
pair_138,collaborative_ssd_case_inspection,gpt-oss:20b,3,158,76,88.88826300984529,93.40447368421053,0.9103974565630804,0.8569110584212379,0.8615983128547668,0.8353880643844604,0.58202165,0.59762007,entailment,entailment
pair_139,collaborative_ssd_case_inspection,gpt-oss:20b,3,44,24,103.68936363636367,99.48,0.6434024936072039,0.7181340884494163,0.7621238231658936,0.7503274083137512,0.63625485,0.658015,contradiction,contradiction
pair_140,collaborative_ssd_case_inspection,gpt-oss:20b,3,136,67,85.74000000000002,97.65763059701494,0.900925013055762,0.810024690522188,0.8341777324676514,0.7042331099510193,0.61184466,0.6333518,contradiction,contradiction
pair_141,collaborative_ssd_case_inspection,gpt-oss:20b,3,126,54,96.6321777777778,92.99833333333335,0.8291045707319586,0.8105488095446227,0.8762276768684387,0.8048203587532043,0.68281233,0.64004093,entailment,entailment
pair_142,collaborative_ssd_case_inspection,gpt-oss:20b,3,89,70,95.61294382022473,99.565,0.8459015521280288,0.8020737038052832,0.8391058444976807,0.8284976482391357,0.7469413,0.7124599,entailment,entailment
pair_143,collaborative_ssd_case_inspection,gpt-oss:20b,3,162,102,89.0808888888889,89.08782352941179,0.808359310146376,0.8895865775375049,0.8976423144340515,0.8511289954185486,0.69330347,0.7177433,entailment,entailment
pair_144,collaborative_ssd_case_inspection,gpt-oss:20b,3,97,57,77.73254545454549,87.25421052631582,0.7313607097937134,0.7412547972272853,0.7692599892616272,0.7726595401763916,0.5759836,0.66871965,neutral,neutral
pair_145,collaborative_ssd_case_inspection,gpt-oss:20b,3,170,62,99.00250000000003,80.79059139784948,0.9236309670320485,0.8203686698323579,0.8810222744941711,0.8316028118133545,0.62993467,0.73085356,entailment,entailment
pair_146,collaborative_ssd_case_inspection,gpt-oss:20b,3,113,65,86.38451327433631,93.42153846153849,0.8818522906974747,0.7849253644821647,0.8278951048851013,0.7556141018867493,0.63952607,0.66997796,neutral,neutral
pair_147,collaborative_ssd_case_inspection,gpt-oss:20b,3,218,69,87.56169642857144,95.06478260869567,0.7841972827463216,0.7742931525647789,0.8358036279678345,0.7836469411849976,0.59556633,0.6183573,contradiction,contradiction
pair_148,collaborative_ssd_case_inspection,gpt-oss:20b,3,80,62,83.95750000000004,83.519623655914,0.7234418409372062,0.7727694429877515,0.7808177471160889,0.805030345916748,0.7605241,0.78867584,entailment,entailment
pair_149,collaborative_ssd_case_inspection,gpt-oss:20b,3,75,54,102.77950000000001,97.56583333333337,0.48832177750226385,0.6178531616131335,0.7763535380363464,0.7664324045181274,0.62497836,0.64855844,contradiction,contradiction
pair_150,collaborative_ssd_case_inspection,gpt-oss:20b,3,112,56,74.49533783783785,83.64904761904764,0.702457410019192,0.7852646201464885,0.8220728635787964,0.8229451775550842,0.5840313,0.6293837,neutral,neutral
pair_151,collaborative_ssd_case_inspection,gpt-oss:20b,3,211,112,87.94905410742498,97.44246424642466,0.8772521868512384,0.8663815214664048,0.9079267382621765,0.8226975202560425,0.6544235,0.6060425,entailment,entailment
pair_152,collaborative_ssd_case_inspection,gpt-oss:20b,3,109,72,95.25821865443426,91.04,0.822902820576539,0.8018662202898597,0.7974874377250671,0.8020088076591492,0.63605154,0.65668607,contradiction,contradiction
